Game Turn, Player, Action, , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 62, 63
40, 5, ,, -31:DIPLO_STATE_WAR, -67:DIPLO_STATE_WAR, -40:DIPLO_STATE_WAR, -64:DIPLO_STATE_WAR, -54:DIPLO_STATE_WAR,, 6:DIPLO_STATE_ALLIED, 12:DIPLO_STATE_ALLIED, 12:DIPLO_STATE_ALLIED, 22:DIPLO_STATE_ALLIED, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR,, 0:DIPLO_STATE_WAR_WITH_MINOR, 3:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR,, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
55, 0, ,,, 24:DIPLO_STATE_ALLIED, 20:DIPLO_STATE_ALLIED, 7:DIPLO_STATE_ALLIED, 46:DIPLO_STATE_ALLIED, 8:DIPLO_STATE_WAR, 1:DIPLO_STATE_WAR, 1:DIPLO_STATE_WAR, -5:DIPLO_STATE_WAR, -5:DIPLO_STATE_WAR, 2:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_NO_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 2:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 3:DIPLO_STATE_INFLUENTIAL, 4:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
55, 0, Threat and Trust,,, 60.16:7:10.00, 137.61:1:9.00, 60.16:7:15.00, 67.05:5:18.00, 63.91:6:-10.00, 59.05:10:-5.00, 67.41:4:0.00, 102.80:2:-5.00, 69.30:3:2.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00, 0.00:11:0.00
55, 0, ,,, 24:DIPLO_STATE_ALLIED, 20:DIPLO_STATE_ALLIED, 7:DIPLO_STATE_ALLIED, 46:DIPLO_STATE_ALLIED, 8:DIPLO_STATE_WAR, 1:DIPLO_STATE_WAR, 1:DIPLO_STATE_WAR, -5:DIPLO_STATE_WAR, -5:DIPLO_STATE_WAR, 2:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_NO_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 2:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 3:DIPLO_STATE_INFLUENTIAL, 4:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
55, 0, Threat and Trust,,, 60.16:7:10.00, 137.61:1:9.00, 60.16:7:15.00, 67.05:5:18.00, 63.91:6:-10.00, 59.05:10:-5.00, 67.41:4:0.00, 102.80:2:-5.00, 69.30:3:2.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00, 0.00:11:0.00
55, 1, ,, 61:DIPLO_STATE_ALLIED,, 39:DIPLO_STATE_ALLIED, 48:DIPLO_STATE_ALLIED, 24:DIPLO_STATE_ALLIED, -12:DIPLO_STATE_WAR, -19:DIPLO_STATE_WAR, -12:DIPLO_STATE_WAR, -16:DIPLO_STATE_WAR, -4:DIPLO_STATE_WAR, 3:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_NO_INFLUENCE, 3:DIPLO_STATE_MAX_INFLUENCE, 4:DIPLO_STATE_MAX_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 3:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 2:DIPLO_STATE_INFLUENTIAL, 4:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
55, 1, Threat and Trust,, 66.91:7:11.00,, 135.36:1:9.00, 60.16:9:13.00, 73.80:5:17.00, 70.66:6:-10.00, 65.80:8:-5.00, 74.16:4:0.00, 109.55:2:-5.00, 76.05:3:2.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00, 0.00:11:0.00
55, 4, ,, 55:DIPLO_STATE_ALLIED, -7:DIPLO_STATE_ALLIED, 33:DIPLO_STATE_ALLIED, 2:DIPLO_STATE_ALLIED,, 6:DIPLO_STATE_WAR, -7:DIPLO_STATE_WAR, -7:DIPLO_STATE_WAR, -7:DIPLO_STATE_WAR, 1:DIPLO_STATE_WAR, 3:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_NO_INFLUENCE, 2:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 4:DIPLO_STATE_MAX_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 1:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 3:DIPLO_STATE_INFLUENTIAL, 3:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
55, 4, Threat and Trust,, 60.16:4:16.00, 60.16:4:17.00, 72.75:3:20.00, 60.16:4:23.00,, 55.25:9:-10.00, 50.41:10:-5.00, 58.75:8:2.00, 94.16:2:-5.00, 113.86:1:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00, 0.00:11:0.00
56, 5, ,, -26:DIPLO_STATE_WAR, -55:DIPLO_STATE_WAR, -51:DIPLO_STATE_WAR, -62:DIPLO_STATE_WAR, -29:DIPLO_STATE_WAR,, 11:DIPLO_STATE_ALLIED, 24:DIPLO_STATE_ALLIED, 22:DIPLO_STATE_ALLIED, 22:DIPLO_STATE_ALLIED, 5:DIPLO_STATE_MAX_INFLUENCE, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 1:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_NO_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
56, 5, Threat and Trust,, 60.16:1:-2.00, 60.16:1:2.00, 60.16:1:3.00, 60.16:1:3.00, 60.16:1:8.00,, 10.16:7:-5.00, 10.16:7:1.00, 43.20:6:-5.00, 10.16:7:2.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00, 0.00:11:0.00
56, 6, ,, -49:DIPLO_STATE_WAR, -69:DIPLO_STATE_WAR, -69:DIPLO_STATE_WAR, -79:DIPLO_STATE_WAR, -73:DIPLO_STATE_WAR, -8:DIPLO_STATE_ALLIED,, 1:DIPLO_STATE_ALLIED, 9:DIPLO_STATE_ALLIED, 1:DIPLO_STATE_ALLIED, 4:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 6:DIPLO_STATE_MAX_INFLUENCE, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
56, 6, Threat and Trust,, 60.16:1:-3.00, 60.16:1:1.00, 60.16:1:2.00, 60.16:1:2.00, 60.16:1:6.00, 20.45:7:-10.00,, 18.11:9:1.00, 53.50:6:-5.00, 20.00:8:2.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00, 0.00:11:0.00
56, 7, ,, -56:DIPLO_STATE_WAR, -77:DIPLO_STATE_WAR, -80:DIPLO_STATE_WAR, -94:DIPLO_STATE_WAR, -73:DIPLO_STATE_WAR, -1:DIPLO_STATE_ALLIED, 16:DIPLO_STATE_ALLIED,, 4:DIPLO_STATE_ALLIED, 8:DIPLO_STATE_ALLIED, 4:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 2:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_NO_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
56, 7, Threat and Trust,, 60.16:1:1.00, 60.16:1:3.00, 60.16:1:3.00, 60.16:1:7.00, 60.16:1:9.00, 10.16:7:-10.00, 10.16:7:-5.00,, 42.75:6:-5.00, 10.16:7:2.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00, 0.00:11:0.00
56, 8, ,, -68:DIPLO_STATE_WAR, -96:DIPLO_STATE_WAR, -68:DIPLO_STATE_WAR, -80:DIPLO_STATE_WAR, -76:DIPLO_STATE_WAR, 3:DIPLO_STATE_ALLIED, 14:DIPLO_STATE_ALLIED, 6:DIPLO_STATE_ALLIED,, 20:DIPLO_STATE_ALLIED, 3:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 3:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_NO_INFLUENCE, 2:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
56, 8, Threat and Trust,, 60.16:1:-3.00, 60.16:1:1.00, 60.16:1:2.00, 60.16:1:2.00, 60.16:1:6.00, 10.16:6:-10.00, 10.16:6:-5.00, 10.16:6:1.00,, 10.16:6:2.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00, 0.00:11:0.00
56, 9, ,, -49:DIPLO_STATE_WAR, -79:DIPLO_STATE_WAR, -55:DIPLO_STATE_WAR, -64:DIPLO_STATE_WAR, -59:DIPLO_STATE_WAR, -7:DIPLO_STATE_ALLIED, 9:DIPLO_STATE_ALLIED, 1:DIPLO_STATE_ALLIED, 7:DIPLO_STATE_ALLIED,, 1:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 7:DIPLO_STATE_MAX_INFLUENCE, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
56, 9, Threat and Trust,, 60.16:1:3.00, 60.16:1:4.00, 60.16:1:4.00, 60.16:1:6.00, 60.16:1:5.00, 10.16:8:-10.00, 10.16:8:-5.00, 10.16:8:1.00, 48.00:7:-5.00,, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00, 0.00:11:0.00
56, 10, ,, 2:DIPLO_STATE_PATRON, 3:DIPLO_STATE_PATRON, 3:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 3:DIPLO_STATE_PATRON, 5:DIPLO_STATE_PATRON, 4:DIPLO_STATE_PATRON, 5:DIPLO_STATE_PATRON, 3:DIPLO_STATE_PATRON, 1:DIPLO_STATE_PATRON,,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
56, 10, Threat and Trust,, 60.16:8:0.00, 60.16:8:0.00, 82.86:2:0.00, 60.16:8:0.00, 70.25:5:0.00, 71.20:4:0.00, 60.91:7:0.00, 71.66:3:0.00, 105.66:1:0.00, 67.80:6:0.00,,, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,, 0.00:11:0.00, 0.00:11:0.00,, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00
56, 12, ,, 1:DIPLO_STATE_PATRON, 3:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 1:DIPLO_STATE_PATRON, 2:DIPLO_STATE_PATRON, 0:DIPLO_STATE_WAR_WITH_MAJOR, 0:DIPLO_STATE_WAR_WITH_MAJOR, 0:DIPLO_STATE_WAR_WITH_MAJOR, 0:DIPLO_STATE_WAR_WITH_MAJOR, 0:DIPLO_STATE_WAR_WITH_MAJOR, 0:DIPLO_STATE_MINOR_MINOR,,,,,,, 0:DIPLO_STATE_MINOR_MINOR_WAR,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
56, 12, Threat and Trust,, 67.75:7:0.00, 60.16:9:0.00, 89.00:2:0.00, 60.16:9:0.00, 76.41:5:0.00, 77.36:4:0.00, 67.05:8:0.00, 77.80:3:0.00, 111.80:1:0.00, 73.95:6:0.00, 0.00:11:0.00,,,,,,, 0.00:11:0.00,,,, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00
56, 13, ,, 0:DIPLO_STATE_AWARE, 4:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 2:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 0:DIPLO_STATE_WAR_WITH_MAJOR, 0:DIPLO_STATE_WAR_WITH_MAJOR, 0:DIPLO_STATE_WAR_WITH_MAJOR, 0:DIPLO_STATE_WAR_WITH_MAJOR, 0:DIPLO_STATE_WAR_WITH_MAJOR, 0:DIPLO_STATE_MINOR_MINOR,,,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR_WAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
56, 13, Threat and Trust,, 60.16:8:0.00, 60.16:8:0.00, 86.25:2:0.00, 60.16:8:0.00, 73.66:5:0.00, 74.61:4:0.00, 64.30:7:0.00, 75.05:3:0.00, 109.05:1:0.00, 71.20:6:0.00, 0.00:11:0.00,,,, 0.00:11:0.00,, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00
56, 14, ,, 2:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 1:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 4:DIPLO_STATE_PATRON, 0:DIPLO_STATE_WAR_WITH_MAJOR, 0:DIPLO_STATE_WAR_WITH_MAJOR, 0:DIPLO_STATE_WAR_WITH_MAJOR, 0:DIPLO_STATE_WAR_WITH_MAJOR, 0:DIPLO_STATE_WAR_WITH_MAJOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR_WAR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
56, 14, Threat and Trust,, 68.91:7:0.00, 60.16:9:0.00, 90.16:2:0.00, 60.16:9:0.00, 77.55:5:0.00, 78.50:4:0.00, 68.20:8:0.00, 78.95:3:0.00, 112.95:1:0.00, 75.11:6:0.00, 0.00:11:0.00, 0.00:11:0.00,, 0.00:11:0.00,, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00
56, 15, ,, 0:DIPLO_STATE_AWARE, 1:DIPLO_STATE_PATRON, 3:DIPLO_STATE_PATRON, 2:DIPLO_STATE_PATRON, 1:DIPLO_STATE_PATRON, 0:DIPLO_STATE_WAR_WITH_MAJOR, 0:DIPLO_STATE_WAR_WITH_MAJOR, 0:DIPLO_STATE_WAR_WITH_MAJOR, 0:DIPLO_STATE_WAR_WITH_MAJOR, 0:DIPLO_STATE_WAR_WITH_MAJOR, 0:DIPLO_STATE_MINOR_MINOR,,,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR_WAR,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
56, 15, Threat and Trust,, 60.16:8:0.00, 60.16:8:0.00, 82.95:2:0.00, 60.16:8:0.00, 70.36:5:0.00, 71.30:4:0.00, 61.00:7:0.00, 71.75:3:0.00, 105.75:1:0.00, 67.91:6:0.00, 0.00:11:0.00,,,, 0.00:11:0.00,, 0.00:11:0.00, 0.00:11:0.00,,, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00
56, 17, ,, 0:DIPLO_STATE_WAR_WITH_MAJOR, 3:DIPLO_STATE_WAR_WITH_MAJOR, 3:DIPLO_STATE_WAR_WITH_MAJOR, 4:DIPLO_STATE_WAR_WITH_MAJOR, 1:DIPLO_STATE_WAR_WITH_MAJOR, 1:DIPLO_STATE_PATRON, 6:DIPLO_STATE_PATRON, 2:DIPLO_STATE_PATRON, 3:DIPLO_STATE_PATRON, 7:DIPLO_STATE_PATRON, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR_WAR, 0:DIPLO_STATE_MINOR_MINOR_WAR, 0:DIPLO_STATE_MINOR_MINOR_WAR, 0:DIPLO_STATE_MINOR_MINOR_WAR, 0:DIPLO_STATE_MINOR_MINOR_WAR,, 0:DIPLO_STATE_MINOR_MINOR_WAR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
56, 17, Threat and Trust,, 60.16:7:0.00, 60.16:7:0.00, 79.70:2:0.00, 60.16:7:0.00, 67.11:5:0.00, 68.05:4:0.00, 57.75:10:0.00, 68.50:3:0.00, 102.50:1:0.00, 64.66:6:0.00, 0.00:11:0.00,, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,, 0.00:11:0.00,, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00
56, 18, ,, 3:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 0:DIPLO_STATE_AWARE, 0:DIPLO_STATE_AWARE, 0:DIPLO_STATE_AWARE, 0:DIPLO_STATE_WAR_WITH_MAJOR, 0:DIPLO_STATE_WAR_WITH_MAJOR, 0:DIPLO_STATE_WAR_WITH_MAJOR, 0:DIPLO_STATE_WAR_WITH_MAJOR, 0:DIPLO_STATE_WAR_WITH_MAJOR, 0:DIPLO_STATE_MINOR_MINOR,,,,,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR_WAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
56, 18, Threat and Trust,, 22.66:8:0.00, 15.91:9:0.00, 43.91:6:0.00, 15.20:10:0.00, 31.30:7:0.00, 160.05:2:0.00, 121.95:5:0.00, 132.70:3:0.00, 166.70:1:0.00, 128.86:4:0.00, 0.00:11:0.00,,,,,, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00
56, 20, ,, 3:DIPLO_STATE_PATRON, 2:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 2:DIPLO_STATE_PATRON, 3:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 3:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 0:DIPLO_STATE_AWARE, 0:DIPLO_STATE_AWARE, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
56, 20, Threat and Trust,, 60.16:7:0.00, 60.16:7:0.00, 79.86:2:0.00, 60.16:7:0.00, 67.25:5:0.00, 68.20:4:0.00, 57.91:10:0.00, 68.66:3:0.00, 102.66:1:0.00, 64.80:6:0.00, 0.00:11:0.00, 0.00:11:0.00,,, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00
56, 21, ,, 4:DIPLO_STATE_PATRON, 4:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 0:DIPLO_STATE_AWARE, 3:DIPLO_STATE_PATRON, 1:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 1:DIPLO_STATE_PATRON, 2:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
