Game Turn, Player, Action, , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 62, 63
40, 5, ,, -31:DIPLO_STATE_WAR, -67:DIPLO_STATE_WAR, -40:DIPLO_STATE_WAR, -64:DIPLO_STATE_WAR, -54:DIPLO_STATE_WAR,, 6:DIPLO_STATE_ALLIED, 12:DIPLO_STATE_ALLIED, 12:DIPLO_STATE_ALLIED, 22:DIPLO_STATE_ALLIED, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR,, 0:DIPLO_STATE_WAR_WITH_MINOR, 3:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR,, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_WAR_WITH_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
40, 63, Threat and Trust,, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40, 0, ,,, -12:DIPLO_STATE_ALLIED, 6:DIPLO_STATE_ALLIED, -13:DIPLO_STATE_ALLIED, 0:DIPLO_STATE_ALLIED, 8:DIPLO_STATE_WAR, -5:DIPLO_STATE_WAR, -5:DIPLO_STATE_WAR, -5:DIPLO_STATE_WAR, -5:DIPLO_STATE_WAR, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 2:DIPLO_STATE_INFLUENTIAL, 1:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
40, 0, Threat and Trust,,, 10.16:6:4.00, 10.16:6:4.00, 10.16:6:4.00, 10.16:6:4.00, 89.61:4:-10.00, 87.41:5:-5.00, 94.55:3:0.00, 102.16:2:0.00, 113.36:1:2.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00, 0.00:11:0.00
40, 1, ,, 34:DIPLO_STATE_ALLIED,, 31:DIPLO_STATE_ALLIED, 16:DIPLO_STATE_ALLIED, 31:DIPLO_STATE_ALLIED, -5:DIPLO_STATE_WAR, 9:DIPLO_STATE_WAR, 8:DIPLO_STATE_WAR, -4:DIPLO_STATE_WAR, -2:DIPLO_STATE_WAR, 2:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL, 4:DIPLO_STATE_MAX_INFLUENCE, 0:DIPLO_STATE_WAR_WITH_MINOR, 1:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 2:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 3:DIPLO_STATE_MAX_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
40, 1, Threat and Trust,, 10.16:6:4.00,, 10.16:6:2.00, 10.16:6:2.00, 10.16:6:4.00, 93.41:4:-10.00, 91.20:5:-5.00, 98.36:3:0.00, 105.95:2:0.00, 117.16:1:2.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00, 0.00:11:0.00
40, 2, ,, 32:DIPLO_STATE_ALLIED, -29:DIPLO_STATE_ALLIED,, 17:DIPLO_STATE_ALLIED, 11:DIPLO_STATE_ALLIED, 4:DIPLO_STATE_WAR, 2:DIPLO_STATE_WAR, 2:DIPLO_STATE_WAR, 16:DIPLO_STATE_WAR, 17:DIPLO_STATE_WAR, 1:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_WAR_WITH_MINOR, 3:DIPLO_STATE_MAX_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 2:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
40, 2, Threat and Trust,, 10.16:6:4.00, 10.16:6:2.00,, 10.16:6:2.00, 10.16:6:10.00, 93.25:4:-10.00, 91.05:5:-5.00, 98.20:3:0.00, 105.80:2:0.00, 117.00:1:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00, 0.00:11:0.00
40, 3, ,, 4:DIPLO_STATE_ALLIED, 0:DIPLO_STATE_ALLIED, 27:DIPLO_STATE_ALLIED,, 7:DIPLO_STATE_ALLIED, -13:DIPLO_STATE_WAR, -5:DIPLO_STATE_WAR, -6:DIPLO_STATE_WAR, 8:DIPLO_STATE_WAR, 16:DIPLO_STATE_WAR, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL, 2:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_WAR_WITH_MINOR, 2:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 2:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 2:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
40, 3, Threat and Trust,, 10.16:7:4.00, 10.16:7:2.00, 10.16:7:2.00,, 16.30:6:10.00, 94.61:4:-10.00, 92.41:5:-5.00, 99.55:3:0.00, 107.16:2:0.00, 118.36:1:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00, 0.00:11:0.00
40, 4, ,, 25:DIPLO_STATE_ALLIED, 10:DIPLO_STATE_ALLIED, -2:DIPLO_STATE_ALLIED, 23:DIPLO_STATE_ALLIED,, 8:DIPLO_STATE_WAR, -5:DIPLO_STATE_WAR, -5:DIPLO_STATE_WAR, -5:DIPLO_STATE_WAR, -5:DIPLO_STATE_WAR, 3:DIPLO_STATE_MAX_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 2:DIPLO_STATE_WAR_WITH_MINOR, 1:DIPLO_STATE_INFLUENTIAL, 3:DIPLO_STATE_MAX_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 3:DIPLO_STATE_MAX_INFLUENCE, 2:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
40, 4, Threat and Trust,, 10.16:7:4.00, 10.16:7:4.00, 10.16:7:10.00, 10.16:7:10.00,, 92.45:4:-10.00, 90.25:5:-5.00, 97.41:3:2.00, 105.00:2:0.00, 167.40:1:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00, 0.00:11:0.00
40, 2, ,, 32:DIPLO_STATE_ALLIED, -29:DIPLO_STATE_ALLIED,, 17:DIPLO_STATE_ALLIED, 11:DIPLO_STATE_ALLIED, 4:DIPLO_STATE_WAR, 2:DIPLO_STATE_WAR, 2:DIPLO_STATE_WAR, 16:DIPLO_STATE_WAR, 17:DIPLO_STATE_WAR, 1:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_WAR_WITH_MINOR, 3:DIPLO_STATE_MAX_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 2:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
40, 2, Threat and Trust,, 10.16:6:4.00, 10.16:6:2.00,, 10.16:6:2.00, 10.16:6:10.00, 93.25:4:-10.00, 91.05:5:-5.00, 98.20:3:0.00, 105.80:2:0.00, 117.00:1:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00, 0.00:11:0.00
40, 3, ,, 4:DIPLO_STATE_ALLIED, 0:DIPLO_STATE_ALLIED, 27:DIPLO_STATE_ALLIED,, 7:DIPLO_STATE_ALLIED, -13:DIPLO_STATE_WAR, -5:DIPLO_STATE_WAR, -6:DIPLO_STATE_WAR, 8:DIPLO_STATE_WAR, 16:DIPLO_STATE_WAR, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL, 2:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_WAR_WITH_MINOR, 2:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 2:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 2:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
40, 3, Threat and Trust,, 10.16:7:6.00, 10.16:7:2.00, 10.16:7:4.00,, 16.30:6:10.00, 94.61:4:-10.00, 92.41:5:-5.00, 99.55:3:0.00, 107.16:2:0.00, 118.36:1:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00, 0.00:11:0.00
40, 2, ,, 32:DIPLO_STATE_ALLIED, -29:DIPLO_STATE_ALLIED,, 17:DIPLO_STATE_ALLIED, 11:DIPLO_STATE_ALLIED, 4:DIPLO_STATE_WAR, 2:DIPLO_STATE_WAR, 2:DIPLO_STATE_WAR, 16:DIPLO_STATE_WAR, 17:DIPLO_STATE_WAR, 1:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_WAR_WITH_MINOR, 3:DIPLO_STATE_MAX_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 2:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
40, 2, Threat and Trust,, 10.16:6:4.00, 10.16:6:2.00,, 10.16:6:4.00, 10.16:6:10.00, 93.25:4:-10.00, 91.05:5:-5.00, 98.20:3:0.00, 105.80:2:0.00, 117.00:1:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00, 0.00:11:0.00
40, 0, ,,, -12:DIPLO_STATE_ALLIED, 6:DIPLO_STATE_ALLIED, -13:DIPLO_STATE_ALLIED, 0:DIPLO_STATE_ALLIED, 8:DIPLO_STATE_WAR, -5:DIPLO_STATE_WAR, -5:DIPLO_STATE_WAR, -5:DIPLO_STATE_WAR, -5:DIPLO_STATE_WAR, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 2:DIPLO_STATE_INFLUENTIAL, 1:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
40, 0, Threat and Trust,,, 10.16:6:4.00, 10.16:6:4.00, 10.16:6:6.00, 10.16:6:6.00, 89.61:4:-10.00, 87.41:5:-5.00, 94.55:3:0.00, 102.16:2:0.00, 113.36:1:2.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00, 0.00:11:0.00
40, 0, ,,, -12:DIPLO_STATE_ALLIED, 6:DIPLO_STATE_ALLIED, -13:DIPLO_STATE_ALLIED, 0:DIPLO_STATE_ALLIED, 8:DIPLO_STATE_WAR, -5:DIPLO_STATE_WAR, -5:DIPLO_STATE_WAR, -5:DIPLO_STATE_WAR, -5:DIPLO_STATE_WAR, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 2:DIPLO_STATE_INFLUENTIAL, 1:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
40, 0, Threat and Trust,,, 10.16:6:4.00, 10.16:6:4.00, 10.16:6:6.00, 10.16:6:6.00, 89.61:4:-10.00, 87.41:5:-5.00, 94.55:3:0.00, 102.16:2:0.00, 113.36:1:2.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00, 0.00:11:0.00
40, 3, ,, 4:DIPLO_STATE_ALLIED, 0:DIPLO_STATE_ALLIED, 27:DIPLO_STATE_ALLIED,, 7:DIPLO_STATE_ALLIED, -13:DIPLO_STATE_WAR, -5:DIPLO_STATE_WAR, -6:DIPLO_STATE_WAR, 8:DIPLO_STATE_WAR, 16:DIPLO_STATE_WAR, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL, 2:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_WAR_WITH_MINOR, 2:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 2:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 2:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
40, 3, Threat and Trust,, 10.16:7:6.00, 10.16:7:2.00, 10.16:7:4.00,, 16.30:6:12.00, 94.61:4:-10.00, 92.41:5:-5.00, 99.55:3:0.00, 107.16:2:0.00, 118.36:1:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00, 0.00:11:0.00
40, 0, ,,, -12:DIPLO_STATE_ALLIED, 6:DIPLO_STATE_ALLIED, -13:DIPLO_STATE_ALLIED, 0:DIPLO_STATE_ALLIED, 8:DIPLO_STATE_WAR, -5:DIPLO_STATE_WAR, -5:DIPLO_STATE_WAR, -5:DIPLO_STATE_WAR, -5:DIPLO_STATE_WAR, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 2:DIPLO_STATE_INFLUENTIAL, 1:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
40, 0, Threat and Trust,,, 10.16:6:4.00, 10.16:6:4.00, 10.16:6:6.00, 10.16:6:6.00, 89.61:4:-10.00, 87.41:5:-5.00, 94.55:3:0.00, 102.16:2:0.00, 113.36:1:2.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00, 0.00:11:0.00
40, 2, ,, 32:DIPLO_STATE_ALLIED, -29:DIPLO_STATE_ALLIED,, 17:DIPLO_STATE_ALLIED, 11:DIPLO_STATE_ALLIED, 4:DIPLO_STATE_WAR, 2:DIPLO_STATE_WAR, 2:DIPLO_STATE_WAR, 16:DIPLO_STATE_WAR, 17:DIPLO_STATE_WAR, 1:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_WAR_WITH_MINOR, 3:DIPLO_STATE_MAX_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 2:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
40, 2, Threat and Trust,, 10.16:6:4.00, 10.16:6:2.00,, 10.16:6:4.00, 10.16:6:10.00, 93.25:4:-10.00, 91.05:5:-5.00, 98.20:3:0.00, 105.80:2:0.00, 117.00:1:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00, 0.00:11:0.00
40, 0, ,,, -12:DIPLO_STATE_ALLIED, 6:DIPLO_STATE_ALLIED, -13:DIPLO_STATE_ALLIED, 0:DIPLO_STATE_ALLIED, 8:DIPLO_STATE_WAR, -5:DIPLO_STATE_WAR, -5:DIPLO_STATE_WAR, -5:DIPLO_STATE_WAR, -5:DIPLO_STATE_WAR, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_WAR_WITH_MINOR, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 2:DIPLO_STATE_INFLUENTIAL, 1:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
40, 0, Threat and Trust,,, 10.16:6:4.00, 10.16:6:4.00, 10.16:6:6.00, 10.16:6:6.00, 89.61:4:-10.00, 87.41:5:-5.00, 94.55:3:0.00, 102.16:2:0.00, 113.36:1:2.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00, 0.00:11:0.00
40, 2, ,, 32:DIPLO_STATE_ALLIED, -29:DIPLO_STATE_ALLIED,, 17:DIPLO_STATE_ALLIED, 11:DIPLO_STATE_ALLIED, 4:DIPLO_STATE_WAR, 2:DIPLO_STATE_WAR, 2:DIPLO_STATE_WAR, 16:DIPLO_STATE_WAR, 17:DIPLO_STATE_WAR, 1:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_WAR_WITH_MINOR, 3:DIPLO_STATE_MAX_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 2:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
40, 2, Threat and Trust,, 10.16:6:4.00, 10.16:6:2.00,, 10.16:6:4.00, 10.16:6:10.00, 93.25:4:-10.00, 91.05:5:-5.00, 98.20:3:0.00, 105.80:2:0.00, 117.00:1:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00, 0.00:11:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:11:0.00, 0.00:11:0.00
